id,name,parent,variation,permalink,sku,short_description,description,on_sale,prices__currency_code,prices__currency_symbol,prices__currency_minor_unit,prices__currency_decimal_separator,prices__currency_thousand_separator,prices__currency_prefix,prices__currency_suffix,prices__price,prices__regular_price,prices__sale_price,prices__price_range,price_html,average_rating,review_count,images,variations,has_options,is_purchasable,is_in_stock,add_to_cart__text,add_to_cart__description
29649,"Lonis, Cryptozoologist (Foil)",0,,https://naipes.winterland.cl/producto/lonis-cryptozoologist-foil/,,,,False,CLP,$,0,",",.,$,,2800,2800,2800,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>2.800</span>",0,0,"[{'id': 29650, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/LonisCryptozoologist__52618.1622731716.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/LonisCryptozoologist__52618.1622731716.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/LonisCryptozoologist__52618.1622731716.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/LonisCryptozoologist__52618.1622731716.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/LonisCryptozoologist__52618.1622731716.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'LonisCryptozoologist__52618.1622731716.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,"Añade &ldquo;Lonis, Cryptozoologist (Foil)&rdquo; a tu carrito"
29647,Territorial Kavu (Extended Art),0,,https://naipes.winterland.cl/producto/territorial-kavu-extended-art/,,,,False,CLP,$,0,",",.,$,,1000,1000,1000,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>1.000</span>",0,0,"[{'id': 29648, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/TerritorialKavu467__95016.1622644414.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/TerritorialKavu467__95016.1622644414.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/TerritorialKavu467__95016.1622644414.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/TerritorialKavu467__95016.1622644414.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/TerritorialKavu467__95016.1622644414.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'TerritorialKavu467__95016.1622644414.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Territorial Kavu (Extended Art)&rdquo; a tu carrito
29645,"Dakkon, Shadow Slayer (Borderless &#8211; Foil)",0,,https://naipes.winterland.cl/producto/dakkon-shadow-slayer-borderless-foil/,,,,False,CLP,$,0,",",.,$,,9100,9100,9100,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>9.100</span>",0,0,"[{'id': 29646, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/DakkonShadowSlayer304__99252.1622731434.386.513-1.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/DakkonShadowSlayer304__99252.1622731434.386.513-1-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/DakkonShadowSlayer304__99252.1622731434.386.513-1.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/DakkonShadowSlayer304__99252.1622731434.386.513-1-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/DakkonShadowSlayer304__99252.1622731434.386.513-1-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'DakkonShadowSlayer304__99252.1622731434.386.513 (1)', 'alt': ''}]",[],False,True,True,Añadir al carrito,"Añade &ldquo;Dakkon, Shadow Slayer (Borderless &#8211; Foil)&rdquo; a tu carrito"
29635,Serra&#8217;s Emissary (Foil),0,,https://naipes.winterland.cl/producto/serras-emissary-foil/,,,,False,CLP,$,0,",",.,$,,11200,11200,11200,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>11.200</span>",0,0,"[{'id': 29636, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/SerrasEmissary__59450.1622731952.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/SerrasEmissary__59450.1622731952.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/SerrasEmissary__59450.1622731952.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/SerrasEmissary__59450.1622731952.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/SerrasEmissary__59450.1622731952.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'SerrasEmissary__59450.1622731952.386.513', 'alt': ''}]",[],False,True,False,Leer más,Lee más sobre &ldquo;Serra&#8217;s Emissary (Foil)&rdquo;
29633,Eidolón del gran festín,0,,https://naipes.winterland.cl/producto/eidolon-del-gran-festin/,,,,False,CLP,$,0,",",.,$,,7700,7700,7700,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>7.700</span>",0,0,"[{'id': 29634, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/jou-94-eidolon-of-the-great-revel.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/jou-94-eidolon-of-the-great-revel-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/jou-94-eidolon-of-the-great-revel.jpg 672w, https://naipes.winterland.cl/wp-content/uploads/2021/07/jou-94-eidolon-of-the-great-revel-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/jou-94-eidolon-of-the-great-revel-345x480.jpg 345w, https://naipes.winterland.cl/wp-content/uploads/2021/07/jou-94-eidolon-of-the-great-revel-600x836.jpg 600w', 'sizes': '(max-width: 672px) 100vw, 672px', 'name': 'jou-94-eidolon-of-the-great-revel', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Eidolón del gran festín&rdquo; a tu carrito
29631,Pernicious Deed,0,,https://naipes.winterland.cl/producto/pernicious-deed/,,,,False,CLP,$,0,",",.,$,,7700,7700,7700,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>7.700</span>",0,0,"[{'id': 29632, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/PerniciousDeed__11547.1590611971.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/PerniciousDeed__11547.1590611971.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/PerniciousDeed__11547.1590611971.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/PerniciousDeed__11547.1590611971.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/PerniciousDeed__11547.1590611971.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'PerniciousDeed__11547.1590611971.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Pernicious Deed&rdquo; a tu carrito
29628,Nada se desperdicia,0,,https://naipes.winterland.cl/producto/nada-se-desperdicia/,,,,False,CLP,$,0,",",.,$,,14000,14000,14000,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>14.000</span>",0,0,"[{'id': 29629, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/m15-122-waste-not.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/m15-122-waste-not-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/m15-122-waste-not.jpg 672w, https://naipes.winterland.cl/wp-content/uploads/2021/07/m15-122-waste-not-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/m15-122-waste-not-345x480.jpg 345w, https://naipes.winterland.cl/wp-content/uploads/2021/07/m15-122-waste-not-600x836.jpg 600w', 'sizes': '(max-width: 672px) 100vw, 672px', 'name': 'm15-122-waste-not', 'alt': ''}]",[],False,True,False,Leer más,Lee más sobre &ldquo;Nada se desperdicia&rdquo;
29626,Supreme Verdict,0,,https://naipes.winterland.cl/producto/supreme-verdict/,,,,False,CLP,$,0,",",.,$,,7000,7000,7000,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>7.000</span>",0,0,"[{'id': 29627, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/SupremeVerdict__27492.1590612027.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/SupremeVerdict__27492.1590612027.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/SupremeVerdict__27492.1590612027.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/SupremeVerdict__27492.1590612027.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/SupremeVerdict__27492.1590612027.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'SupremeVerdict__27492.1590612027.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Supreme Verdict&rdquo; a tu carrito
29624,"Teferi, héroe de Dominaria",0,,https://naipes.winterland.cl/producto/teferi-heroe-de-dominaria/,,,,False,CLP,$,0,",",.,$,,24500,24500,24500,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>24.500</span>",0,0,"[{'id': 29625, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/dom-207-teferi-hero-of-dominaria.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/dom-207-teferi-hero-of-dominaria-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/dom-207-teferi-hero-of-dominaria.jpg 672w, https://naipes.winterland.cl/wp-content/uploads/2021/07/dom-207-teferi-hero-of-dominaria-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/dom-207-teferi-hero-of-dominaria-345x480.jpg 345w, https://naipes.winterland.cl/wp-content/uploads/2021/07/dom-207-teferi-hero-of-dominaria-600x836.jpg 600w', 'sizes': '(max-width: 672px) 100vw, 672px', 'name': 'dom-207-teferi-hero-of-dominaria', 'alt': ''}]",[],False,True,True,Añadir al carrito,"Añade &ldquo;Teferi, héroe de Dominaria&rdquo; a tu carrito"
29622,"Thassa, Deep-Dwelling",0,,https://naipes.winterland.cl/producto/thassa-deep-dwelling/,,,,False,CLP,$,0,",",.,$,,14000,14000,14000,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>14.000</span>",0,0,"[{'id': 29623, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassaDeepdwelling__39790.1590611949.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassaDeepdwelling__39790.1590611949.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassaDeepdwelling__39790.1590611949.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassaDeepdwelling__39790.1590611949.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassaDeepdwelling__39790.1590611949.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'ThassaDeepdwelling__39790.1590611949.386.513', 'alt': ''}]",[],False,True,False,Leer más,"Lee más sobre &ldquo;Thassa, Deep-Dwelling&rdquo;"
29620,Thassa&#8217;s Oracle,0,,https://naipes.winterland.cl/producto/thassas-oracle/,,,,False,CLP,$,0,",",.,$,,9100,9100,9100,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>9.100</span>",0,0,"[{'id': 29621, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassasOracle__65219.1590611949.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassasOracle__65219.1590611949.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassasOracle__65219.1590611949.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassasOracle__65219.1590611949.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/ThassasOracle__65219.1590611949.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'ThassasOracle__65219.1590611949.386.513', 'alt': ''}]",[],False,True,False,Leer más,Lee más sobre &ldquo;Thassa&#8217;s Oracle&rdquo;
29618,Ob Nixilis Reignited (Foil),0,,https://naipes.winterland.cl/producto/ob-nixilis-reignited-foil/,,,,False,CLP,$,0,",",.,$,,3500,3500,3500,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>3.500</span>",0,0,"[{'id': 29619, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__50791.1590611973.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__50791.1590611973.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__50791.1590611973.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__50791.1590611973.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__50791.1590611973.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'ObNixilisReignited__50791.1590611973.386.513', 'alt': ''}]",[],False,True,False,Leer más,Lee más sobre &ldquo;Ob Nixilis Reignited (Foil)&rdquo;
29616,Ob Nixilis Reignited,0,,https://naipes.winterland.cl/producto/ob-nixilis-reignited/,,,,False,CLP,$,0,",",.,$,,1000,1000,1000,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>1.000</span>",0,0,"[{'id': 29617, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__41421.1590611973.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__41421.1590611973.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__41421.1590611973.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__41421.1590611973.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/ObNixilisReignited__41421.1590611973.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'ObNixilisReignited__41421.1590611973.386.513', 'alt': ''}]",[],False,True,False,Leer más,Lee más sobre &ldquo;Ob Nixilis Reignited&rdquo;
29614,Empujón Fatal (FNM Foil),0,,https://naipes.winterland.cl/producto/empujon-fatal-fnm-foil-2/,,,,False,CLP,$,0,",",.,$,,3500,3500,3500,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>3.500</span>",0,0,"[{'id': 29615, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/FatalPushFNM__88620.1610469514.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/FatalPushFNM__88620.1610469514.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/FatalPushFNM__88620.1610469514.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/FatalPushFNM__88620.1610469514.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/FatalPushFNM__88620.1610469514.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'FatalPushFNM__88620.1610469514.386.513', 'alt': ''}]",[],False,True,False,Leer más,Lee más sobre &ldquo;Empujón Fatal (FNM Foil)&rdquo;
29612,Griselbrand (Grand Prix) (Foil),0,,https://naipes.winterland.cl/producto/griselbrand-grand-prix-foil/,,,,False,CLP,$,0,",",.,$,,10500,10500,10500,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>10.500</span>",0,0,"[{'id': 29613, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/GriselbrandGP__73982.1610469747.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/GriselbrandGP__73982.1610469747.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/GriselbrandGP__73982.1610469747.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/GriselbrandGP__73982.1610469747.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/GriselbrandGP__73982.1610469747.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'GriselbrandGP__73982.1610469747.386.513', 'alt': ''}]",[],False,True,False,Leer más,Lee más sobre &ldquo;Griselbrand (Grand Prix) (Foil)&rdquo;
29610,"Gideon, Ally of Zendikar",0,,https://naipes.winterland.cl/producto/gideon-ally-of-zendikar/,,,,False,CLP,$,0,",",.,$,,4900,4900,4900,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>4.900</span>",0,0,"[{'id': 29611, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonAllyOfZendikar__88075.1590611973.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonAllyOfZendikar__88075.1590611973.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonAllyOfZendikar__88075.1590611973.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonAllyOfZendikar__88075.1590611973.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonAllyOfZendikar__88075.1590611973.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'GideonAllyOfZendikar__88075.1590611973.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,"Añade &ldquo;Gideon, Ally of Zendikar&rdquo; a tu carrito"
29608,Gideon of the Trials,0,,https://naipes.winterland.cl/producto/gideon-of-the-trials/,,,,False,CLP,$,0,",",.,$,,4900,4900,4900,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>4.900</span>",0,0,"[{'id': 29609, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonOfTheTrials__49377.1597783789.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonOfTheTrials__49377.1597783789.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonOfTheTrials__49377.1597783789.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonOfTheTrials__49377.1597783789.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/GideonOfTheTrials__49377.1597783789.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'GideonOfTheTrials__49377.1597783789.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Gideon of the Trials&rdquo; a tu carrito
29606,Descanse en paz,0,,https://naipes.winterland.cl/producto/descanse-en-paz/,,,,False,CLP,$,0,",",.,$,,4900,4900,4900,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>4.900</span>",0,0,"[{'id': 29607, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/rtr-18-rest-in-peace.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/rtr-18-rest-in-peace-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/rtr-18-rest-in-peace.jpg 672w, https://naipes.winterland.cl/wp-content/uploads/2021/07/rtr-18-rest-in-peace-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/rtr-18-rest-in-peace-345x480.jpg 345w, https://naipes.winterland.cl/wp-content/uploads/2021/07/rtr-18-rest-in-peace-600x836.jpg 600w', 'sizes': '(max-width: 672px) 100vw, 672px', 'name': 'rtr-18-rest-in-peace', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Descanse en paz&rdquo; a tu carrito
29604,Rest in Peace,0,,https://naipes.winterland.cl/producto/rest-in-peace-2/,,,,False,CLP,$,0,",",.,$,,4900,4900,4900,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>4.900</span>",0,0,"[{'id': 29605, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/RestInPeace__87204.1590612027.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/RestInPeace__87204.1590612027.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/RestInPeace__87204.1590612027.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/RestInPeace__87204.1590612027.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/RestInPeace__87204.1590612027.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'RestInPeace__87204.1590612027.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Rest in Peace&rdquo; a tu carrito
29602,Anger of the Gods,0,,https://naipes.winterland.cl/producto/anger-of-the-gods/,,,,False,CLP,$,0,",",.,$,,1400,1400,1400,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>1.400</span>",0,0,"[{'id': 29603, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/AngerOfTheGods__18016.1590612018.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/AngerOfTheGods__18016.1590612018.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/AngerOfTheGods__18016.1590612018.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/AngerOfTheGods__18016.1590612018.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/AngerOfTheGods__18016.1590612018.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'AngerOfTheGods__18016.1590612018.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Anger of the Gods&rdquo; a tu carrito
29600,Abbot of Keral Keep,0,,https://naipes.winterland.cl/producto/abbot-of-keral-keep/,,,,False,CLP,$,0,",",.,$,,1000,1000,1000,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>1.000</span>",0,0,"[{'id': 29601, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/AbbotOfKeralKeep__48519.1590611965.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/AbbotOfKeralKeep__48519.1590611965.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/AbbotOfKeralKeep__48519.1590611965.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/AbbotOfKeralKeep__48519.1590611965.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/AbbotOfKeralKeep__48519.1590611965.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'AbbotOfKeralKeep__48519.1590611965.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Abbot of Keral Keep&rdquo; a tu carrito
29582,Grief (Borderless &#8211; Foil),0,,https://naipes.winterland.cl/producto/grief-borderless-foil/,,,,False,CLP,$,0,",",.,$,,35000,35000,35000,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>35.000</span>",0,0,"[{'id': 29583, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/Grief311__58143.1622731624.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/Grief311__58143.1622731624.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/Grief311__58143.1622731624.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/Grief311__58143.1622731624.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/Grief311__58143.1622731624.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'Grief311__58143.1622731624.386.513', 'alt': ''}]",[],False,True,False,Leer más,Lee más sobre &ldquo;Grief (Borderless &#8211; Foil)&rdquo;
29580,Lanzaveloz del monasterio (Retro Frame Foil),0,,https://naipes.winterland.cl/producto/lanzaveloz-del-monasterio-retro-frame-foil/,,,,False,CLP,$,0,",",.,$,,70000,70000,70000,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>70.000</span>",0,0,"[{'id': 29581, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/tsr-349-monastery-swiftspear.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/tsr-349-monastery-swiftspear-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/tsr-349-monastery-swiftspear.jpg 672w, https://naipes.winterland.cl/wp-content/uploads/2021/07/tsr-349-monastery-swiftspear-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/tsr-349-monastery-swiftspear-345x480.jpg 345w, https://naipes.winterland.cl/wp-content/uploads/2021/07/tsr-349-monastery-swiftspear-600x836.jpg 600w', 'sizes': '(max-width: 672px) 100vw, 672px', 'name': 'tsr-349-monastery-swiftspear', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Lanzaveloz del monasterio (Retro Frame Foil)&rdquo; a tu carrito
29578,Jarra del recuerdo (Memory Jar),0,,https://naipes.winterland.cl/producto/jarra-del-recuerdo-memory-jar/,,,,False,CLP,$,0,",",.,$,,49000,49000,49000,,"<span class=""woocommerce-Price-amount amount""><span class=""woocommerce-Price-currencySymbol"">$</span>49.000</span>",0,0,"[{'id': 29579, 'src': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/MemoryJar__27702.1590612016.386.513.jpg', 'thumbnail': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/MemoryJar__27702.1590612016.386.513-300x300.jpg', 'srcset': 'https://naipes.winterland.cl/wp-content/uploads/2021/07/MemoryJar__27702.1590612016.386.513.jpg 368w, https://naipes.winterland.cl/wp-content/uploads/2021/07/MemoryJar__27702.1590612016.386.513-215x300.jpg 215w, https://naipes.winterland.cl/wp-content/uploads/2021/07/MemoryJar__27702.1590612016.386.513-344x480.jpg 344w', 'sizes': '(max-width: 368px) 100vw, 368px', 'name': 'MemoryJar__27702.1590612016.386.513', 'alt': ''}]",[],False,True,True,Añadir al carrito,Añade &ldquo;Jarra del recuerdo (Memory Jar)&rdquo; a tu carrito
